user,ROI,sen2,cloud_per,cloud_coverage,label_type,difficulty,proj_centroid
FERNANDO,ROI_0252,20190826T085559_20190826T085600_T35UQQ,0.0,cloud-free,high,NA,POINT (29.81814 49.30906)
JHOMIRA,ROI_0253,20200417T095029_20200417T095024_T33UYU,0.0,cloud-free,high,NA,POINT (18.67682 52.40552)
EDUARDO,ROI_0254,20180720T100029_20180720T100241_T33UXT,0.0,cloud-free,high,NA,POINT (16.61133 51.70327)
JHOMIRA,ROI_0256,20180417T110651_20180417T112049_T29SPS,0.0,cloud-free,high,NA,POINT (-7.690414 32.9242)
WENDY,ROI_0257,20181230T110441_20181230T111225_T29PMT,0.0,cloud-free,high,NA,POINT (-9.580092 15.97038)
FERNANDO,ROI_0258,20181214T095409_20181214T100358_T32PMV,0.0,cloud-free,high,NA,POINT (8.789064 13.42174)
EDUARDO,ROI_0260,20190314T080709_20190314T082011_T36PXA,0.0,cloud-free,high,NA,POINT (33.96969 14.1031)
FERNANDO,ROI_0261,20181215T074319_20181215T075419_T37PDL,0.0,cloud-free,high,NA,POINT (38.96777 9.769202)
JHOMIRA,ROI_0262,20191224T081341_20191224T082110_T36NVM,0.0,cloud-free,high,NA,POINT (32.56354 5.979838)
EDUARDO,ROI_0263,20190313T083739_20190313T085108_T35PLN,0.0,cloud-free,high,NA,POINT (25.40037 11.49072)
FERNANDO,ROI_0264,20190120T080239_20190120T082812_T35HLD,0.0,cloud-free,high,NA,POINT (24.92839 -32.72596)
JHOMIRA,ROI_0265,20190507T074619_20190507T081648_T35JPG,0.0,cloud-free,high,NA,POINT (28.37878 -30.32934)
EDUARDO,ROI_0266,20181226T080331_20181226T082041_T35JML,0.0,cloud-free,high,NA,POINT (26.71878 -26.82167)
FERNANDO,ROI_0267,20190824T081609_20190824T084828_T34HCH,0.0,cloud-free,high,NA,POINT (19.42376 -34.08458)
JHOMIRA,ROI_0268,20190613T071211_20190613T071210_T38KNV,0.0,cloud-free,high,NA,POINT (45.79097 -23.27727)
EDUARDO,ROI_0269,20200523T071209_20200523T071208_T38KQF,0.0,cloud-free,high,NA,POINT (47.15333 -17.30761)
FERNANDO,ROI_0270,20191223T052221_20191223T053019_T43QFU,0.0,cloud-free,high,NA,POINT (76.50879 17.02514)
JHOMIRA,ROI_0271,20181226T053229_20181226T053653_T43QFG,0.0,cloud-free,high,NA,POINT (76.42085 23.73116)
CESAR,ROI_0272,20190319T053639_20190319T055041_T43RDN,0.0,cloud-free,high,NA,POINT (74.70705 29.4996)
FERNANDO,ROI_0273,20190220T045831_20190220T050947_T44RQQ,0.0,cloud-free,high,NA,POINT (83.54002 26.43568)
JHOMIRA,ROI_0274,20190130T044029_20190130T044444_T45QXF,0.0,cloud-free,high,NA,POINT (88.37399 23.32852)
EDUARDO,ROI_0275,20190409T041551_20190409T041550_T47SKS,0.0,cloud-free,high,NA,POINT (96.32809 33.14558)
FERNANDO,ROI_0276,20190418T035539_20190418T040649_T47SPT,0.0,cloud-free,high,NA,POINT (100.7227 34.16918)
JHOMIRA,ROI_0277,20190203T032941_20190203T033600_T48PUC,0.0,cloud-free,high,NA,POINT (103.7109 15.55387)
EDUARDO,ROI_0278,20190331T034531_20190331T040123_T47PNR,0.0,cloud-free,high,NA,POINT (99.75593 14.28081)
WENDY,ROI_0281,20200615T012721_20200615T012722_T52KHE,0.0,cloud-free,high,NA,POINT (132.561 -18.49782)
JHOMIRA,ROI_0283,20190206T003701_20190206T003701_T54JVR,0.0,cloud-free,high,NA,POINT (140.9766 -26.97679)
EDUARDO,ROI_0284,20190222T001109_20190222T001448_T55JEF,0.0,cloud-free,high,NA,POINT (147.9858 -31.10481)
FERNANDO,ROI_0285,20190220T001631_20190220T001625_T55HBB,0.0,cloud-free,high,NA,POINT (144.7362 -34.45466)
JHOMIRA,ROI_0286,20190201T003709_20190201T004411_T54HVE,0.0,cloud-free,high,NA,POINT (140.5523 -36.83764)
EDUARDO,ROI_0287,20190122T012711_20190122T013229_T52JDL,0.0,cloud-free,high,NA,POINT (129.0454 -31.16289)
FERNANDO,ROI_0288,20181230T020439_20181230T020815_T50HNK,0.0,cloud-free,high,NA,POINT (117.5317 -32.4319)
JHOMIRA,ROI_0289,20190522T223709_20190522T223711_T59GMK,0.0,cloud-free,high,NA,POINT (169.7793 -45.44711)
WENDY,ROI_0290,20190228T222539_20190228T222536_T59GNM,0.0,cloud-free,high,NA,POINT (171.5295 -43.55517)
CESAR,ROI_0291,20190618T222549_20190618T222545_T59HQA,0.0,cloud-free,high,NA,POINT (174.1553 -35.99316)
JHOMIRA,ROI_0292,20181226T071309_20181226T071312_T41UMV,0.0,cloud-free,high,NA,POINT (62.13865 53.44019)
EDUARDO,ROI_0293,20190407T060639_20190407T061301_T43UET,0.0,cloud-free,high,NA,POINT (75.05856 51.94979)
FERNANDO,ROI_0294,20190520T061639_20190520T062311_T42SUH,0.0,cloud-free,high,NA,POINT (66.97267 38.70098)
JHOMIRA,ROI_0295,20190113T063229_20190113T063226_T41SNV,0.0,cloud-free,high,NA,POINT (63.8965 35.90682)
EDUARDO,ROI_0296,20190425T075611_20190425T080213_T37SFD,0.0,cloud-free,high,NA,POINT (41.22075 39.51537)
FERNANDO,ROI_0297,20190121T073229_20190121T073224_T39STV,0.0,cloud-free,high,NA,POINT (47.83995 35.30766)
JHOMIRA,ROI_0298,20180310T082751_20180310T083623_T36SWJ,0.0,cloud-free,high,NA,POINT (34.1895 39.03943)
EDUARDO,ROI_0299,20180731T110619_20180731T111437_T30TUM,0.0,cloud-free,high,NA,POINT (-4.284649 42.0345)
FERNANDO,ROI_0300,20180116T105359_20180116T105527_T30TYM,0.0,cloud-free,high,NA,POINT (0.3296136 41.6337)
JHOMIRA,ROI_0301,20190125T141049_20190125T141524_T19GGP,0.0,cloud-free,high,NA,POINT (-66.0111 -42.44419)
EDUARDO,ROI_0302,20190105T141049_20190105T141750_T20GKA,0.0,cloud-free,high,NA,POINT (-66.35738 -40.43951)
FERNANDO,ROI_0303,20190128T142039_20190128T142840_T19GER,0.0,cloud-free,high,NA,POINT (-68.07135 -39.96986)
JHOMIRA,ROI_0304,20181223T140049_20181223T141134_T20HLB,0.0,cloud-free,high,NA,POINT (-64.29195 -39.5986)
EDUARDO,ROI_0305,20181219T142029_20181219T143027_T20HKE,0.0,cloud-free,high,NA,POINT (-65.43458 -36.41582)
FERNANDO,ROI_0306,20190210T142749_20190210T143023_T19HFC,0.0,cloud-free,high,NA,POINT (-67.36825 -34.01198)
JHOMIRA,ROI_0307,20190207T142039_20190207T142037_T19JGH,0.0,cloud-free,high,NA,POINT (-66.18161 -29.41874)
EDUARDO,ROI_0308,20190302T142849_20190302T143652_T19JFG,0.0,cloud-free,high,NA,POINT (-67.49995 -30.55979)
FERNANDO,ROI_0309,20191120T130249_20191120T130245_T24LTJ,0.0,cloud-free,high,NA,POINT (-41.13276 -14.59993)
JHOMIRA,ROI_0310,20200702T130251_20200702T130252_T24LVQ,0.0,cloud-free,high,NA,POINT (-39.39696 -9.380145)
EDUARDO,ROI_0311,20200702T130251_20200702T130252_T24MUU,0.0,cloud-free,high,NA,POINT (-40.38571 -5.985589)
FERNANDO,ROI_0312,20190629T132239_20190629T132422_T23LLK,0.0,cloud-free,high,NA,POINT (-46.05472 -9.812334)
JHOMIRA,ROI_0313,20200211T153611_20200211T153626_T17MNQ,0.0,cloud-free,high,NA,POINT (-80.34298 -5.351295)
EDUARDO,ROI_0314,20181220T143741_20181220T144648_T19KFV,0.0,cloud-free,high,NA,POINT (-67.62095 -18.66431)
FERNANDO,ROI_0315,20190413T180919_20190413T182325_T12RTR,0.0,cloud-free,high,NA,POINT (-113.2471 27.6523)
JHOMIRA,ROI_0316,20190405T175911_20190405T181115_T12RVU,0.0,cloud-free,high,NA,POINT (-111.4453 29.96107)
ANDREA,ROI_0317,20190207T172509_20190207T173213_T13QGG,0.0,cloud-free,high,NA,POINT (-102.3047 24.33686)
FERNANDO,ROI_0318,20190103T172721_20190103T173328_T13RGP,0.0,cloud-free,high,NA,POINT (-102.0762 29.96094)
JHOMIRA,ROI_0319,20181224T181749_20181224T181752_T12SUC,0.0,cloud-free,high,NA,POINT (-113.1152 34.16538)
ANDREA,ROI_0320,20190409T164849_20190409T165500_T16UGD,0.0,cloud-free,high,NA,POINT (-83.83675 52.50781)
FERNANDO,ROI_0321,20190615T172901_20190615T173448_T15VVC,0.0,cloud-free,high,NA,POINT (-93.20794 56.63616)
EDUARDO,ROI_0322,20190614T193911_20190614T194614_T10VFQ,0.0,cloud-free,high,NA,POINT (-120.2344 62.81833)
ANDREA,ROI_0323,20200407T222531_20200407T222530_T04WDS,0.0,cloud-free,high,NA,POINT (-159.7412 64.79707)
FERNANDO,ROI_0324,20190507T201851_20190507T202128_T09WVR,0.0,cloud-free,high,NA,POINT (-129.7211 68.01368)
JHOMIRA,ROI_0325,20181220T174731_20181220T175224_T13RCL,0.0,cloud-free,high,NA,POINT (-106.1279 27.33861)
FERNANDO,ROI_0327,20190130T112319_20190130T113217_T28PFA,0.0,cloud-free,high,NA,POINT (-13.79854 14.42199)
JHOMIRA,ROI_0328,20181216T103429_20181216T103800_T30PWS,0.0,cloud-free,high,NA,POINT (-2.065361 10.10009)
ANDREA,ROI_0329,20190114T101351_20190114T102032_T31PDP,0.0,cloud-free,high,NA,POINT (2.285242 12.25781)
FERNANDO,ROI_0330,20190120T071221_20190120T072159_T38NPK,0.0,cloud-free,high,NA,POINT (46.58201 4.482631)
JHOMIRA,ROI_0331,20181222T073319_20181222T074542_T37NHJ,0.0,cloud-free,high,NA,POINT (42.62704 8.061874)
ANDREA,ROI_0332,20190127T070141_20190127T071456_T39NTJ,0.0,cloud-free,high,NA,POINT (48.80129 7.757387)
FERNANDO,ROI_0333,20190121T073229_20190121T074303_T37NFC,0.0,cloud-free,high,NA,POINT (40.84717 2.158862)
ANDREA,ROI_0335,20190101T091359_20190101T092653_T33LTF,0.0,cloud-free,high,NA,POINT (12.865 -13.60618)
FERNANDO,ROI_0336,20190212T090101_20190212T091820_T33KTA,0.0,cloud-free,high,NA,POINT (12.77712 -17.4522)
FERNANDO,ROI_0339,20190511T081611_20190511T083739_T34KEV,0.0,cloud-free,high,NA,POINT (21.57714 -22.93441)
EDUARDO,ROI_0340,20190103T081329_20190103T083048_T34JHT,0.0,cloud-free,high,NA,POINT (24.36773 -25.21994)
ANDREA,ROI_0341,20190101T082331_20190101T083702_T34JFP,0.0,cloud-free,high,NA,POINT (22.23629 -28.35938)
FERNANDO,ROI_0342,20190427T083601_20190427T090252_T33KZT,0.0,cloud-free,high,NA,POINT (18.84544 -20.2579)
EDUARDO,ROI_0343,20190130T023251_20190130T023246_T50KKA,0.0,cloud-free,high,NA,POINT (114.7767 -22.29742)
ANDREA,ROI_0344,20190130T023251_20190130T023246_T49KHQ,0.0,cloud-free,high,NA,POINT (114.3677 -23.40138)
FERNANDO,ROI_0345,20200622T020449_20200622T021012_T50JQQ,0.0,cloud-free,high,NA,POINT (119.2896 -27.75691)
JHOMIRA,ROI_0346,20181215T011719_20181215T011719_T52JGP,0.0,cloud-free,high,NA,POINT (131.8359 -28.80158)
ANDREA,ROI_0347,20190317T010721_20190317T011357_T53JLF,0.0,cloud-free,high,NA,POINT (133.5278 -30.93597)
FERNANDO,ROI_0348,20181215T002701_20181215T002659_T55JCL,0.0,cloud-free,high,NA,POINT (145.0415 -26.74206)
JHOMIRA,ROI_0349,20190612T062639_20190612T063648_T41TQH,0.0,cloud-free,high,NA,POINT (66.1377 42.84631)
EDUARDO,ROI_0350,20181227T055231_20181227T055233_T42RWN,0.0,cloud-free,high,NA,POINT (69.87298 24.87234)
FERNANDO,ROI_0351,20200308T053651_20200308T054519_T44TMM,0.0,cloud-free,high,NA,POINT (80.02437 42.00359)
EDUARDO,ROI_0353,20190601T001619_20190601T001617_T60WWA,0.0,cloud-free,high,NA,POINT (177.9347 67.80243)
JHOMIRA,ROI_0355,20200722T152639_20200722T153455_T18LTP,0.0,cloud-free,high,NA,POINT (-77.00829 -9.996315)
EDUARDO,ROI_0356,20200228T041719_20200228T042849_T46RFU,0.0,cloud-free,high,NA,POINT (94.57027 30.56383)
FERNANDO,ROI_0357,20190627T213531_20190627T213533_T05VNJ,0.0,cloud-free,high,NA,POINT (-152.2266 61.36721)
JHOMIRA,ROI_0358,20200423T050649_20200423T050647_T49XDD,0.0,cloud-free,high,NA,POINT (110.5663 75.43373)
EDUARDO,ROI_0359,20200501T042659_20200501T042959_T46RDS,0.0,cloud-free,high,NA,POINT (92.71358 27.98682)
FERNANDO,ROI_0360,20190617T053649_20190617T054659_T43SEA,0.0,cloud-free,high,NA,POINT (75.23443 36.0871)
EDUARDO,ROI_0362,20200521T201901_20200521T202253_T08VNL,0.0,cloud-free,high,NA,POINT (-134.297 58.81634)
JHOMIRA,ROI_0364,20200226T051759_20200226T052438_T44RLU,0.0,cloud-free,high,NA,POINT (79.8047 30.26933)
JOSELYN,ROI_0365,20200530T142741_20200530T143540_T18FXK,0.0,cloud-free,high,NA,POINT (-73.54247 -50.2027)
FERNANDO,ROI_0366,20190430T193909_20190430T193910_T09UXU,0.0,cloud-free,high,NA,POINT (-127.2327 52.9727)
JHOMIRA,ROI_0367,20200206T153619_20200206T153613_T17MQU,0.0,cloud-free,high,NA,POINT (-78.81006 -1.469421)
EDUARDO,ROI_0368,20190116T142751_20190116T143701_T18FXK,0.0,cloud-free,high,NA,POINT (-73.42324 -49.68539)
FERNANDO,ROI_0369,20190324T053641_20190324T053640_T48XWK,0.0,cloud-free,high,NA,POINT (106.5234 75.82607)
JHOMIRA,ROI_0370,20190525T145731_20190525T150108_T19LBE,0.0,cloud-free,high,NA,POINT (-70.80523 -13.91934)
JHOMIRA,ROI_0373,20190209T052951_20190209T053532_T43SGR,0.0,cloud-free,high,NA,POINT (77.59637 32.0462)
EDUARDO,ROI_0374,20200209T043931_20200209T044913_T46RBU,0.0,cloud-free,high,NA,POINT (90.54818 30.6691)
FERNANDO,ROI_0375,20190528T194901_20190528T195435_T09UVB,0.0,cloud-free,high,NA,POINT (-129.3971 55.2767)
EDUARDO,ROI_0377,20190524T191919_20190524T192639_T09UXT,0.0,cloud-free,high,NA,POINT (-126.0469 51.3703)
CESAR,ROI_0378,20191013T045729_20191013T051002_T45RTM,0.0,cloud-free,high,NA,POINT (84.58917 28.44581)
JHOMIRA,ROI_0379,20200711T150721_20200711T150930_T18LYL,0.0,cloud-free,high,NA,POINT (-72.74599 -13.37272)
EDUARDO,ROI_0380,20191110T143729_20191110T144457_T19HCE,0.0,cloud-free,high,NA,POINT (-70.10816 -32.06101)
FERNANDO,ROI_0381,20200508T200901_20200508T201621_T08VPK,0.0,cloud-free,high,NA,POINT (-132.7147 57.82461)
JHOMIRA,ROI_0382,20190502T060641_20190502T061710_T42SXJ,0.0,cloud-free,high,NA,POINT (70.55418 39.51313)
EDUARDO,ROI_0383,20200612T173911_20200612T174503_T15WWP,0.0,cloud-free,high,NA,POINT (-90.68675 65.94074)
CESAR,ROI_0384,20190405T002609_20190405T002610_T59WMR,0.0,cloud-free,high,NA,POINT (169.3794 67.57842)
JHOMIRA,ROI_0385,20200717T050701_20200717T051132_T45TUJ,0.0,cloud-free,high,NA,POINT (85.0342 43.61441)
EDUARDO,ROI_0386,20200714T151711_20200714T151708_T18LUM,0.0,cloud-free,high,NA,POINT (-76.02262 -11.98051)
FERNANDO,ROI_0387,20200530T151709_20200530T151705_T18LUM,0.0,cloud-free,high,NA,POINT (-76.04819 -11.8947)
EDUARDO,ROI_0388,20200728T212531_20200728T212528_T06VWP,0.0,cloud-free,high,NA,POINT (-146.9136 61.40224)
EDUARDO,ROI_0389,20200510T040551_20200510T041058_T47RKN,0.0,cloud-free,high,NA,POINT (96.49291 29.37481)
EDUARDO,ROI_0391,20190331T120701_20190331T120655_T33XWF,0.0,cloud-free,high,NA,POINT (15.73256 77.26614)
FERNANDO,ROI_0393,20190817T152649_20190817T152645_T17LRL,0.0,cloud-free,high,NA,POINT (-77.49064 -9.08814)
JHOMIRA,ROI_0394,20190505T061631_20190505T061634_T47XMC,0.0,cloud-free,high,NA,POINT (96.81139 74.21903)
WENDY,ROI_0395,20200427T141741_20200427T143030_T18FXG,0.0,cloud-free,high,NA,POINT (-73.10301 -52.81507)
FERNANDO,ROI_0396,20190917T235621_20190917T235615_T60WWV,0.0,cloud-free,high,NA,POINT (178.5499 67.26526)
JHOMIRA,ROI_0397,20200510T195859_20200510T195854_T08VPJ,0.0,cloud-free,high,NA,POINT (-132.5391 57.24701)
EDUARDO,ROI_0398,20200414T043659_20200414T044630_T45RYM,0.0,cloud-free,high,NA,POINT (89.97799 28.12247)
FERNANDO,ROI_0399,20200510T142741_20200510T143553_T19HDD,0.0,cloud-free,high,NA,POINT (-69.76627 -33.37863)
JHOMIRA,ROI_0400,20190328T051651_20190328T052823_T44SME,0.0,cloud-free,high,NA,POINT (80.7715 35.33704)
EDUARDO,ROI_0401,20200610T001621_20200610T001616_T59WMQ,0.0,cloud-free,high,NA,POINT (170.7513 67.49097)
FERNANDO,ROI_0402,20191109T054041_20191109T054635_T43SFT,0.0,cloud-free,high,NA,POINT (76.1517 33.48712)
JHOMIRA,ROI_0403,20200206T153619_20200206T153613_T17MRV,0.0,cloud-free,high,NA,POINT (-78.13339 -0.4847316)
WENDY,ROI_0404,20190320T192111_20190320T192106_T10UCB,0.0,cloud-free,high,NA,POINT (-124.4933 51.05521)
FERNANDO,ROI_0405,20200617T114651_20200617T114651_T33XWG,0.0,cloud-free,high,NA,POINT (17.84182 77.71317)
JHOMIRA,ROI_0406,20190530T145739_20190530T150418_T19LBE,0.0,cloud-free,high,NA,POINT (-71.10488 -13.76232)
EDUARDO,ROI_0407,20190310T050649_20190310T051606_T44RQS,0.0,cloud-free,high,NA,POINT (83.35053 28.7224)
JHOMIRA,ROI_0409,20190202T204651_20190202T204651_T07VDH,0.0,cloud-free,high,NA,POINT (-141.1523 60.55448)
EDUARDO,ROI_0410,20190509T055641_20190509T060327_T42SYJ,0.0,cloud-free,high,NA,POINT (72.03424 38.92737)
FERNANDO,ROI_0411,20190702T044709_20190702T050011_T45RVM,0.0,cloud-free,high,NA,POINT (86.81898 28.08016)
JHOMIRA,ROI_0412,20190322T142749_20190322T143313_T19HDE,0.0,cloud-free,high,NA,POINT (-70.02885 -32.59011)
WENDY,ROI_0413,20190731T144741_20190731T145634_T19LEC,0.0,cloud-free,high,NA,POINT (-68.405 -15.95442)
JHOMIRA,ROI_0415,20190526T190921_20190526T191643_T10UDA,0.0,cloud-free,high,NA,POINT (-123.3298 50.34062)
EDUARDO,ROI_0416,20200728T145731_20200728T150216_T18LYL,0.0,cloud-free,high,NA,POINT (-72.39653 -13.17233)
JHOMIRA,ROI_0418,20190421T142759_20190421T143559_T18FXL,0.0,cloud-free,high,NA,POINT (-73.32284 -49.0505)
EDUARDO,ROI_0419,20190806T194911_20190806T195701_T09VUC,0.0,cloud-free,high,NA,POINT (-131.0943 56.42963)
JHOMIRA,ROI_0421,20190530T145739_20190530T150418_T18LYL,0.0,cloud-free,high,NA,POINT (-72.5393 -13.33267)
EDUARDO,ROI_0425,20200702T152639_20200702T152753_T17LRL,0.0,cloud-free,high,NA,POINT (-77.66236 -8.887743)
JHOMIRA,ROI_0427,20190321T235611_20190321T235613_T60WWV,0.0,cloud-free,high,NA,POINT (177.605 67.06931)
EDUARDO,ROI_0428,20190502T144741_20190502T145234_T19LDD,0.0,cloud-free,high,NA,POINT (-69.11292 -14.90621)
FERNANDO,ROI_0429,20200727T191919_20200727T192203_T10UDB,0.0,cloud-free,high,NA,POINT (-123.8298 50.72619)
JHOMIRA,ROI_0430,20190830T153619_20190830T153912_T17MQV,0.0,cloud-free,high,NA,POINT (-78.42998 -0.6863118)
EDUARDO,ROI_0431,20200705T192911_20200705T193015_T09UXT,0.0,cloud-free,high,NA,POINT (-126.0929 51.97334)
FERNANDO,ROI_0432,20200512T150731_20200512T150841_T18LYL,0.0,cloud-free,high,NA,POINT (-72.86682 -13.25448)
JHOMIRA,ROI_0433,20190930T213529_20190930T213529_T05VNK,0.0,cloud-free,high,NA,POINT (-151.2597 62.85629)
EDUARDO,ROI_0434,20200629T054641_20200629T055117_T43SCA,0.0,cloud-free,high,NA,POINT (73.67433 36.71472)
WENDY,ROI_0437,20191122T142731_20191122T143647_T18GXP,0.0,cloud-free,high,NA,POINT (-73.49854 -46.99232)
FERNANDO,ROI_0438,20190518T204029_20190518T204230_T07VFG,0.0,cloud-free,high,NA,POINT (-138.3988 60.11114)
JHOMIRA,ROI_0439,20200207T054011_20200207T054526_T43SFV,0.0,cloud-free,high,NA,POINT (76.64064 35.60651)
EDUARDO,ROI_0440,20200628T193911_20200628T194920_T09UVA,0.0,cloud-free,high,NA,POINT (-129.4244 54.58554)
FERNANDO,ROI_0441,20190131T173549_20190131T173547_T15WWM,0.0,cloud-free,high,NA,POINT (-91.31838 64.51914)
JHOMIRA,ROI_0445,20190808T193909_20190808T193909_T09UWV,0.0,cloud-free,high,NA,POINT (-127.6886 53.41344)
EDUARDO,ROI_0446,20200702T152639_20200702T152753_T18LTQ,0.0,cloud-free,high,NA,POINT (-77.34721 -9.379817)
JHOMIRA,ROI_0448,20190204T141049_20190204T142023_T18FXF,0.0,cloud-free,high,NA,POINT (-72.65256 -53.82507)
EDUARDO,ROI_0449,20200604T063631_20200604T063744_T46XEH,0.0,cloud-free,high,NA,POINT (93.80114 74.00862)
JHOMIRA,ROI_0451,20200723T145729_20200723T150418_T18LYH,0.0,cloud-free,high,NA,POINT (-72.62646 -15.5968)
EDUARDO,ROI_0452,20200718T043711_20200718T044444_T46SCC,0.0,cloud-free,high,NA,POINT (91.09862 33.43983)
FERNANDO,ROI_0453,20200501T042659_20200501T042959_T46SDB,0.0,cloud-free,high,NA,POINT (92.66971 32.73858)
JHOMIRA,ROI_0454,20180425T103021_20180425T103643_T32TLR,0.0,cloud-free,high,NA,POINT (6.98175 45.90466)
EDUARDO,ROI_0458,20190417T102031_20190417T102431_T32TPS,0.0,cloud-free,high,NA,POINT (10.55246 46.47139)
EDUARDO,ROI_0461,20191026T101029_20191026T101554_T32TQT,0.0,cloud-free,high,NA,POINT (12.72766 47.1111)
JHOMIRA,ROI_0466,20200728T170849_20200728T170850_T16WFS,0.0,cloud-free,high,NA,POINT (-83.58408 64.65862)
FERNANDO,ROI_0468,20190818T161839_20190818T161835_T19VCH,0.0,cloud-free,high,NA,POINT (-72.59761 60.75567)
JHOMIRA,ROI_0469,20190818T153601_20190818T153621_T20VMK,0.0,cloud-free,high,NA,POINT (-63.89655 58.16782)
EDUARDO,ROI_0470,20190621T211521_20190621T211517_T06VXP,0.0,cloud-free,high,NA,POINT (-143.9428 62.05141)
FERNANDO,ROI_0471,20190630T205029_20190630T205138_T07VEH,0.0,cloud-free,high,NA,POINT (-140.2296 61.00352)
JHOMIRA,ROI_0472,20200625T211521_20200625T211519_T06VWR,0.0,cloud-free,high,NA,POINT (-146.4918 63.43964)
EDUARDO,ROI_0473,20190907T184921_20190907T185437_T11UMT,0.0,cloud-free,high,NA,POINT (-117.7953 52.17684)
FERNANDO,ROI_0474,20190905T185919_20190905T190714_T10UGD,0.0,cloud-free,high,NA,POINT (-119.6631 52.77592)
JHOMIRA,ROI_0475,20200728T184919_20200728T190002_T11UNS,0.0,cloud-free,high,NA,POINT (-116.7893 50.73668)
WENDY,ROI_0476,20190202T072121_20190202T072119_T41VNJ,0.0,cloud-free,high,NA,POINT (63.9844 61.86008)
FERNANDO,ROI_0477,20200708T075611_20200708T075613_T39WXM,0.0,cloud-free,high,NA,POINT (53.78915 64.49433)
JHOMIRA,ROI_0478,20190425T025551_20190425T025547_T51UVR,0.0,cloud-free,high,NA,POINT (122.2998 50.43476)
EDUARDO,ROI_0479,20200126T155529_20200126T160132_T17SQU,0.0,cloud-free,high,NA,POINT (-78.29962 34.36547)
CESAR,ROI_0480,20200511T160829_20200511T162159_T17SLT,0.0,cloud-free,high,NA,POINT (-82.43042 33.90727)
JHOMIRA,ROI_0481,20191031T050941_20191031T050937_T46VDL,0.0,cloud-free,high,NA,POINT (92.90034 59.36378)
FERNANDO,ROI_0483,20190402T074611_20190402T074612_T39VWH,0.0,cloud-free,high,NA,POINT (52.60244 60.63539)
JHOMIRA,ROI_0484,20190914T024549_20190914T025013_T52VCL,0.0,cloud-free,high,NA,POINT (126.9142 59.3183)
WENDY,ROI_0485,20191102T013819_20191102T013816_T53SNT,0.0,cloud-free,high,NA,POINT (135.8569 33.94551)
FERNANDO,ROI_0486,20190928T040549_20190928T040543_T48VWJ,0.0,cloud-free,high,NA,POINT (105.3809 57.09859)
JHOMIRA,ROI_0487,20200117T161611_20200117T162012_T16RGU,0.0,cloud-free,high,NA,POINT (-84.50523 30.59026)
EDUARDO,ROI_0488,20180509T101031_20180509T101027_T33VWD,0.0,cloud-free,high,NA,POINT (15.24896 57.07071)
FERNANDO,ROI_0489,20190427T015701_20190427T015656_T53TPN,0.0,cloud-free,high,NA,POINT (137.2852 47.22387)
JHOMIRA,ROI_0490,20200427T162829_20200427T164229_T16REV,0.0,cloud-free,high,NA,POINT (-86.83594 31.58686)
EDUARDO,ROI_0491,20180407T093031_20180407T093034_T34UGE,0.0,cloud-free,high,NA,POINT (24.25775 53.90693)
CESAR,ROI_0492,20190430T084601_20190430T085015_T37VDK,0.0,cloud-free,high,NA,POINT (38.54003 62.67762)
JHOMIRA,ROI_0493,20200701T030551_20200701T031148_T50UQE,0.0,cloud-free,high,NA,POINT (120.7617 53.49554)
EDUARDO,ROI_0494,20200504T025539_20200504T025624_T52VFQ,0.0,cloud-free,high,NA,POINT (132.0118 62.75956)
FERNANDO,ROI_0495,20180522T102031_20180522T102025_T33WXM,0.0,cloud-free,high,NA,POINT (18.06156 64.49386)
ANDREA,ROI_0496,20190316T075651_20190316T075944_T39VWJ,0.0,cloud-free,high,NA,POINT (51.46004 62.02576)
CESAR,ROI_0497,20200329T073609_20200329T073609_T41VLK,0.0,cloud-free,high,NA,POINT (60.38093 62.71791)
FERNANDO,ROI_0498,20200604T081611_20200604T081609_T38WPS,0.0,cloud-free,high,NA,POINT (47.50494 64.3996)
ANDREA,ROI_0499,20190624T061631_20190624T061634_T43VDG,0.0,cloud-free,high,NA,POINT (74.83893 59.95944)
EDUARDO,ROI_0500,20190430T161839_20190430T162825_T16RFV,0.0,cloud-free,high,NA,POINT (-85.82209 30.75989)
FERNANDO,ROI_0501,20190615T100039_20190615T100034_T33UWU,0.0,cloud-free,high,NA,POINT (15.93027 53.14887)
ANDREA,ROI_0502,20180316T103021_20180316T103018_T33VWJ,0.0,cloud-free,high,NA,POINT (15.11717 61.86014)
JOSELYN,ROI_0503,20190324T190031_20190324T191219_T10TDK,0.0,cloud-free,high,NA,POINT (-123.4863 40.46366)
FERNANDO,ROI_0504,20190320T192111_20190320T192106_T10VDJ,0.0,cloud-free,high,NA,POINT (-122.959 57.70766)
ANDREA,ROI_0505,20190929T193211_20190929T193823_T10UDF,0.0,cloud-free,high,NA,POINT (-123.5741 54.6286)
EDUARDO,ROI_0506,20200202T035959_20200202T035953_T50VMR,0.0,cloud-free,high,NA,POINT (116.3672 63.39651)
FERNANDO,ROI_0507,20181210T165659_20181210T165847_T15SWS,0.0,cloud-free,high,NA,POINT (-92.63671 32.63728)
